Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-02   1.000000E-01          5.000000E+01           500               1.000000E+00

  Body         Mass           x           y           z          vx          vy          vz
     1         1.9543E-03  2.2392E-01 -4.2492E-01  5.7437E-02 -9.8462E-01  3.2979E-01  9.2965E-01
     2         4.8552E-04 -2.0587E-01 -9.1723E-01 -9.7830E-02  9.4804E-01  6.1259E-01  2.2666E-01
     3         8.5182E-04 -5.5969E-01  4.5597E-01  2.3617E-01  8.2598E-01  9.2842E-01  6.4765E-01
     4         3.1425E-03 -6.6574E-01  6.1695E-01 -3.0530E-02  7.0486E-02 -1.2347E-02  1.1968E-01
     5         2.9866E-03  3.6806E-01 -7.3202E-01 -7.0672E-01 -2.7963E-01 -3.3472E-01 -9.9918E-01
     6         2.3066E-03  9.0504E-01 -7.2494E-01 -9.3150E-01 -2.5319E-01  1.2021E-01  4.1206E-01
     7         1.3050E-03 -1.0315E-01 -9.1437E-01 -1.6564E-01 -6.7008E-01 -2.8832E-01 -9.6684E-01
     8         3.2291E-03 -5.2076E-01  4.1284E-01 -9.8842E-01  9.0591E-01 -5.6924E-01  8.9939E-01
     9         1.2887E-03 -6.8983E-01  8.5333E-01 -7.5419E-01  1.6701E-01 -6.0956E-01  2.1692E-01
    10         1.0318E-04  9.1028E-01 -5.4373E-01 -8.7287E-01 -5.2930E-02 -7.2728E-01  1.9783E-01
    11         1.9803E-03  1.0768E-01  6.6182E-01 -9.7055E-01 -2.5105E-01 -9.3901E-01  2.9046E-02
    12         2.5426E-05  3.0776E-01 -4.4988E-01 -9.2000E-01  3.2884E-01 -9.4901E-01  8.4039E-01
    13         1.6455E-03  4.3230E-01 -5.6452E-01  3.0452E-01  1.2676E-02  6.4165E-01  1.6116E-01
    14         1.3283E-03  5.9381E-01 -2.4868E-01 -2.2904E-01 -8.2947E-01 -5.9080E-01 -1.4785E-01
    15         2.0307E-03 -9.9699E-01  6.6635E-01 -2.6605E-01 -1.6066E-01  1.1514E-01  1.5232E-01
    16         2.5131E-03 -2.4669E-01 -8.5301E-01 -2.0732E-01 -5.5018E-01 -6.3595E-01 -4.8906E-01
    17         4.0923E-03 -1.9450E-02  3.5633E-01 -6.5803E-01  4.6058E-01  7.7802E-01  7.9994E-01
    18         2.9560E-04 -9.8674E-01  5.9939E-01 -4.8570E-01 -4.1660E-01 -9.5694E-01  6.8555E-01
    19         7.0001E-04  4.0579E-01 -3.2621E-01 -7.7832E-01  2.5405E-01 -3.7045E-02 -9.4102E-01
    20         1.4459E-03  6.5876E-01 -4.2631E-01 -6.3660E-01  7.2127E-01  8.4864E-01  9.3801E-01
    21         3.3393E-03 -9.8342E-01  5.5979E-01 -8.3101E-01 -5.5759E-01 -1.8855E-01 -8.0788E-01
    22         1.6731E-03 -6.2825E-01  6.4010E-01 -9.5327E-02 -1.2390E-01  2.4774E-02 -9.4640E-01
    23         3.4657E-03 -4.8680E-01 -7.6646E-01  7.1486E-01 -6.4155E-01  9.7403E-01 -6.6736E-01
    24         2.7324E-03  2.0527E-02  6.5796E-01 -9.3448E-01 -6.2866E-02  9.8546E-01  7.1459E-01
    25         1.1687E-03  1.7780E-01  3.4688E-01 -7.0284E-01  8.0329E-01 -6.9435E-01  4.6734E-01
    26         1.6621E-03 -3.9894E-01 -1.5961E-01  5.8869E-01  9.9103E-01  8.8612E-01 -9.0783E-01
    27         1.9021E-03  5.1905E-01 -7.8739E-01  2.0176E-01 -2.0301E-01  3.3073E-01  6.9929E-01
    28         3.4369E-03 -4.8730E-01 -9.1039E-02  1.6796E-01  2.9386E-01  6.6260E-01  8.6664E-01
    29         6.0681E-04 -3.2806E-01 -7.4850E-01  1.5334E-01 -5.4636E-02  1.2687E-01 -8.3765E-01
    30         3.1232E-03 -7.4805E-01  4.1150E-01 -2.7049E-01  6.6596E-01 -9.6765E-01 -2.4113E-02
    31         2.0486E-03  6.6916E-01 -1.8865E-01 -8.9354E-01  6.8265E-02  5.6812E-01  7.0600E-01
    32         3.0754E-04 -5.6618E-01 -4.2768E-01  6.2194E-01  3.8042E-01  5.3344E-02  3.4005E-01
    33         1.7549E-03 -9.1443E-02 -6.9614E-01  6.7355E-01  2.4777E-01  8.3100E-01  9.2632E-01
    34         2.8826E-03 -7.4434E-01  6.0117E-01 -4.9804E-01 -8.7637E-01  7.5027E-01  4.4974E-01
    35         1.7801E-03  3.7852E-01 -3.3649E-01 -4.2619E-01 -9.5088E-01 -1.8818E-01  9.7274E-02
    36         1.2735E-03  1.6598E-01  8.4842E-02 -7.7464E-01  7.6909E-01 -7.9901E-01  3.8209E-01
    37         1.3404E-03  2.8244E-01  4.5075E-01 -9.1868E-01  1.0918E-01  4.8931E-01  6.3542E-01
    38         3.9475E-04 -1.5972E-01  6.6907E-01 -8.1948E-01 -9.9116E-01  8.2573E-01  2.5630E-01
    39         1.8178E-03 -4.7516E-01 -5.1378E-01  7.3140E-02  9.2006E-02  2.6606E-01 -3.8906E-01
    40         2.0011E-03 -7.0437E-01 -3.2218E-01 -3.5148E-01  4.6778E-01 -4.5596E-01  3.1470E-01
    41         2.6089E-03 -8.6081E-01 -5.9145E-01  6.0469E-01  5.7649E-01 -2.5287E-01 -2.1962E-01
    42         1.8865E-04 -3.7560E-01  1.1605E-01 -5.8326E-01  6.5562E-01 -8.3055E-02  8.4695E-01
    43         2.7198E-03 -3.9039E-01 -3.3050E-01 -4.5382E-01  5.6654E-01 -9.9778E-01 -9.5862E-01
    44         3.0068E-03 -7.4427E-01  1.9703E-01 -1.5521E-01 -6.2158E-01  8.9316E-01  7.3741E-01
    45         2.7756E-03 -2.6319E-01 -1.7395E-01 -5.2275E-01 -2.8652E-01  5.5103E-01 -9.0716E-01
    46         2.1653E-03 -6.2097E-01 -7.3063E-01  2.0789E-01  7.2166E-01  7.9089E-01  3.6805E-01
    47         1.7948E-03 -4.4656E-01 -4.6634E-01 -8.6478E-01 -3.3080E-01 -5.8064E-01 -8.1309E-01
    48         2.8791E-04 -1.5250E-01 -2.2096E-02 -3.1459E-01  1.9017E-01  7.3631E-01  3.2482E-01
    49         3.1938E-03  4.0664E-01 -4.8328E-02 -4.2472E-01 -5.7904E-01 -7.2518E-01  5.6090E-01
    50         1.7657E-03  6.0641E-01 -4.3084E-01 -6.8953E-01 -4.3221E-01  3.4545E-02 -3.2649E-01
    51         1.8245E-03  1.0246E-01  3.6999E-01 -8.2250E-01 -6.0250E-01 -2.2940E-01  7.2277E-01
    52         9.7280E-04 -2.4940E-01 -6.3881E-01 -1.8731E-01  3.3679E-02  8.1791E-01 -5.5783E-01
    53         3.1423E-03  3.8063E-01 -5.5850E-01 -1.2034E-01  9.3294E-01 -1.7805E-01 -9.8280E-01
    54         3.3934E-03  3.8707E-01 -8.6045E-01 -1.0927E-01 -4.3969E-01 -6.0835E-01  3.6270E-01
    55         6.5202E-04 -8.3283E-01 -2.6254E-02 -4.4454E-01  5.4512E-02 -7.2221E-01 -6.7890E-01
    56         2.0167E-03 -1.7039E-01  6.0328E-01 -5.0727E-01 -4.5529E-01 -1.5276E-01 -1.5425E-01
    57         1.6297E-03 -7.1798E-01 -8.2849E-01 -9.4889E-01  2.6421E-01  3.5850E-01  6.6040E-01
    58         2.6694E-03  3.0003E-01 -9.3623E-01 -8.7427E-01 -8.4253E-02 -9.0590E-01 -7.2924E-01
    59         2.2434E-03 -7.1713E-01  3.5219E-01  1.5971E-01  8.6405E-01 -1.1399E-01 -5.0957E-01
    60         4.4161E-04 -7.3340E-01 -6.6457E-01  6.2269E-01 -4.0893E-01  1.3615E-01  3.1917E-01
    61         3.7075E-03 -7.6582E-01  2.8639E-01  4.5634E-01  7.5781E-01 -4.9440E-01 -5.2622E-01
    62         2.3205E-04 -9.6713E-01  6.2304E-01 -6.8807E-01 -7.5497E-02  7.5149E-01  8.7182E-01
    63         1.6401E-03 -1.0910E-01 -6.3031E-01 -6.5468E-01 -2.3041E-01  7.0309E-01  2.6393E-01
    64         2.8327E-03 -8.0074E-01 -1.1663E-01 -3.3248E-02 -4.6676E-01  6.1981E-02  9.2930E-01
    65         1.3290E-03 -7.2241E-01  6.9911E-01 -1.5434E-01 -4.0660E-01 -9.0121E-01  5.8967E-02
    66         8.3347E-04 -9.5831E-01 -6.9056E-01 -9.0575E-01 -5.3231E-01 -7.1931E-01 -8.9410E-01
    67         3.0770E-03  4.8507E-01 -6.1787E-01 -1.5594E-01  5.6529E-02 -4.0279E-01 -7.4841E-01
    68         2.4429E-03  4.3755E-01 -3.9653E-01  8.5609E-02 -9.7473E-01 -3.5142E-01 -8.3502E-01
    69         2.9738E-03  9.8100E-02  4.2903E-01 -2.9098E-01 -2.0592E-03 -4.0285E-02  6.3014E-01
    70         2.9433E-03  1.8738E-01 -4.8364E-01 -7.5182E-01  6.4502E-01 -5.5504E-01  5.2532E-01
    71         1.3072E-03 -9.4291E-01  5.7530E-01 -3.2111E-02 -5.1622E-01 -5.9108E-01 -6.1899E-01
    72         3.7691E-03 -2.0076E-01 -8.1249E-01  2.9145E-01  8.7956E-01 -6.6192E-01  7.5194E-01
    73         2.5548E-03 -3.8007E-01 -3.2910E-01 -8.0109E-02  9.8566E-01 -4.0038E-01  4.4088E-02
    74         1.7896E-03 -9.8226E-01  9.5391E-01 -6.7544E-01  7.9237E-01 -1.7500E-01 -4.6111E-01
    75         3.5667E-03 -8.5566E-01  8.8390E-01 -7.8557E-01 -5.4604E-01  5.5597E-01 -7.3045E-01
    76         1.0374E-05  6.7863E-01 -5.1502E-02 -8.3210E-01  8.6501E-01  3.5354E-02  5.0180E-01
    77         1.1659E-03 -3.8513E-01 -9.1014E-01 -9.3175E-01  2.1923E-01  8.4822E-01 -5.8004E-01
    78         6.9937E-04 -1.1167E-01 -5.2870E-01  6.1972E-01  9.0826E-01  8.4999E-01 -5.4381E-01
    79         2.3040E-03  2.8393E-01 -4.2093E-01 -4.3829E-01 -5.0163E-01  2.2309E-01  3.0891E-01
    80         4.0872E-03  3.3397E-01 -3.5570E-01  2.4862E-02  8.3902E-01 -3.4476E-01 -7.7930E-01
    81         3.7986E-03 -4.7919E-01  4.7461E-01 -2.0565E-01 -6.1823E-01 -2.7467E-01  7.7043E-01
    82         2.7097E-03  5.8292E-02 -9.6603E-01 -2.8724E-01  4.7904E-01 -5.6000E-01  9.9127E-01
    83         3.3006E-04 -4.2975E-02  4.7877E-01 -3.6616E-01 -3.2719E-01  8.3473E-01  2.0498E-01
    84         1.5763E-03  2.5389E-01 -7.2092E-01 -8.9603E-01  1.9602E-01 -7.8610E-01  9.4911E-02
    85         1.8495E-03  4.4243E-01 -7.3476E-01 -3.5434E-01 -7.7824E-01 -1.4119E-01  1.5698E-01
    86         2.8567E-03 -5.8081E-01 -5.6067E-01  1.1906E-01 -8.1600E-01 -5.5830E-01 -4.0879E-01
    87         8.4992E-05 -2.9845E-01  3.4605E-01  1.6771E-01 -3.5729E-01  9.4442E-01 -4.1418E-01
    88         1.9591E-03 -5.3830E-01  8.8648E-01 -6.3406E-01 -9.3843E-01 -4.6754E-01 -7.5932E-02
    89         2.9214E-03 -6.7562E-01 -3.2075E-01 -4.2747E-01  8.6354E-01 -9.7634E-01  1.0554E-01
    90         2.3255E-03 -2.5230E-01 -6.0414E-01  2.8278E-01 -8.0984E-01 -9.5645E-01  2.9816E-01
    91         3.5772E-03 -3.6200E-01 -3.8467E-01 -2.3920E-01 -2.1598E-02 -3.6887E-01  8.4223E-01
    92         4.1113E-03  3.7626E-02  5.7937E-01 -6.3445E-01 -8.2791E-01  8.8266E-01  4.2457E-01
