Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-04   1.000000E-02          1.000000E+01          5000               1.000000E+00

  Body         Mass           x           y           z          vx          vy          vz
     1         1.8895E-04  5.0976E-01  2.8936E-01 -9.6929E-01  3.8253E-01 -7.9213E-01 -1.8515E-01
     2         4.6949E-05  7.5716E-01 -2.5966E-01 -8.3605E-01 -5.0199E-01  5.4173E-01  7.2130E-01
     3         2.8929E-04  2.6361E-02 -3.2901E-01 -5.3946E-01 -8.0289E-01  2.8583E-01  1.2429E-01
     4         2.5990E-04  5.1588E-02 -3.8897E-02 -3.3206E-01  3.1621E-01 -4.0118E-01  1.7566E-01
     5         3.7696E-04  9.4272E-01 -9.3468E-01 -5.5100E-01  1.4225E-01 -4.9473E-01  5.9283E-01
     6         3.1113E-04 -2.6936E-01  2.9403E-01 -3.4947E-01  4.5868E-01 -1.6851E-01 -5.3138E-01
     7         3.2297E-04 -9.1052E-01  3.9251E-01 -1.4881E-01 -1.3362E-01  7.7508E-01  3.6714E-01
     8         2.0202E-04 -6.8682E-01  8.4206E-01 -9.7278E-01 -9.5497E-01 -7.8002E-01 -1.0079E-01
     9         1.7027E-04 -5.8571E-01  2.9787E-01 -9.7365E-01  4.9665E-01  6.2741E-01  1.6462E-01
    10         2.0427E-05  6.3791E-01 -2.3205E-01 -7.6575E-01  5.8418E-01  3.2938E-01 -8.6445E-01
    11         1.7811E-04 -3.9866E-02 -8.1733E-01  4.6789E-01 -6.9936E-01  4.7356E-01 -7.1122E-01
    12         8.5955E-05 -9.6854E-01 -1.9735E-01  3.1406E-01  2.6290E-01 -8.4925E-01 -8.9616E-02
    13         1.3845E-06  8.2622E-01 -8.4960E-01 -5.5888E-01  6.8854E-01 -4.9046E-02 -5.9512E-01
    14         1.3558E-04 -7.9332E-01  3.9204E-01 -5.2729E-01 -2.6669E-01  4.7082E-01 -8.4178E-01
    15         3.2688E-04  1.9525E-01 -2.4382E-01 -5.4817E-01 -6.8028E-01  5.8587E-01  9.1601E-01
    16         2.3780E-04  6.7326E-01 -4.8610E-01 -6.8898E-01 -8.3932E-01  9.0706E-01  7.3425E-01
    17         1.6495E-04 -1.7653E-01 -5.5321E-01  7.5750E-01  9.2866E-01  3.9745E-01 -6.0662E-01
    18         1.6229E-04  7.9673E-01 -7.6120E-01 -8.8820E-01  8.0053E-02  2.7266E-01 -4.4455E-03
    19         1.3477E-05 -5.0960E-02 -6.0873E-01  5.0792E-02 -5.1467E-01 -2.7132E-01 -6.6054E-01
    20         2.3361E-04 -5.9684E-01  7.7656E-01 -9.0093E-01  1.1336E-01 -4.3707E-01 -6.5163E-01
    21         1.0745E-04  3.0925E-01 -1.2231E-01 -8.8688E-01  4.5628E-01  9.7075E-01  2.2959E-01
    22         9.3124E-05 -9.6144E-01 -6.2224E-01  5.8475E-01 -1.8547E-01  8.5002E-01 -5.6584E-01
    23         8.4316E-05 -6.2423E-01 -7.1992E-02  3.6424E-01 -7.6582E-01  8.8552E-01 -8.1145E-01
    24         1.9939E-04 -4.7943E-01  5.8610E-01 -9.9413E-01  9.8189E-01 -5.4027E-01  7.4138E-01
    25         2.1222E-04 -5.6798E-01 -8.6826E-01  5.6346E-01 -5.9866E-01  6.4274E-02  2.6065E-01
    26         2.9488E-04 -4.5753E-01 -2.0722E-01 -8.9333E-01  2.9466E-01  9.4385E-01  9.5861E-01
    27         3.5756E-04 -8.3970E-01  8.0518E-01 -3.5420E-01  4.8506E-01  1.1661E-01  4.0617E-02
    28         3.1402E-04  5.7400E-01  1.3041E-01 -9.2303E-01 -3.3291E-01  8.8918E-01  6.5108E-01
    29         3.1013E-04 -9.9067E-01  9.9449E-01 -9.9023E-01  2.9491E-01 -6.4804E-01  3.3141E-01
    30         3.7021E-04 -9.8365E-01 -7.0626E-01 -4.9947E-01  9.1273E-01  3.8607E-01  7.0864E-01
    31         1.4433E-04 -4.9145E-01  6.3085E-01 -2.3018E-01 -9.2445E-01  3.2245E-01 -6.9620E-01
    32         8.7688E-05  6.4377E-01 -1.9043E-01 -5.2292E-01  5.5826E-01 -4.8690E-02  8.1363E-01
    33         2.7827E-04  8.9401E-01 -6.5271E-01 -7.7684E-01  1.3375E-01  8.9520E-01 -7.0261E-02
    34         3.5416E-04  7.8191E-01 -9.0431E-01 -9.3015E-01  1.7117E-01  9.3574E-02 -1.2452E-01
    35         1.3938E-04  7.2007E-01 -7.1235E-01 -6.0748E-01  1.7290E-02  1.1259E-01 -3.8473E-01
    36         2.9928E-04  1.5365E-02  6.6979E-01 -9.0467E-01  5.5928E-01 -7.7842E-01  8.5017E-01
    37         3.4792E-04 -6.3143E-01 -8.0912E-01 -5.3176E-01  1.0095E-01  4.9282E-01  4.6777E-01
    38         2.0257E-04 -1.2120E-01  2.3396E-01 -7.7209E-02  7.4391E-01 -6.3350E-01 -9.6323E-01
    39         1.4497E-04 -3.9703E-01 -6.2565E-01  5.3181E-01  4.7169E-01 -3.2660E-03  2.2366E-01
    40         8.7006E-05 -2.9896E-01 -5.2253E-01 -9.8415E-01 -5.7241E-01  6.6678E-01 -8.7101E-02
    41         1.1513E-04 -6.4939E-01  7.3700E-01 -4.1235E-01  5.5301E-01  9.1122E-01  4.5187E-01
    42         1.8527E-04 -7.3062E-01 -3.1245E-01  1.2252E-01  2.8235E-01 -7.0818E-01 -7.5935E-01
    43         3.3703E-04  6.5824E-01  1.0114E-01 -9.9618E-01 -9.0507E-01  2.1253E-01 -3.8648E-02
    44         6.5965E-05  5.0527E-01  3.1310E-01 -9.5147E-01  5.5838E-01 -7.5424E-01 -9.1236E-02
    45         2.1531E-04 -7.0609E-01 -4.0658E-01  8.2719E-01  2.2093E-01 -7.6075E-02  6.6503E-01
    46         3.8930E-06 -3.3327E-01 -8.1145E-01 -5.2500E-01  6.0678E-01  8.4326E-01 -5.6256E-01
    47         1.7494E-04 -3.1434E-01  4.9286E-01 -9.0538E-01 -1.5621E-01 -3.7201E-01  8.7725E-02
    48         6.7270E-05 -7.1064E-01  6.5451E-01 -2.7512E-01  7.5059E-01  8.8538E-01  8.0142E-01
    49         2.9591E-04 -5.8251E-01 -7.4084E-01 -1.8544E-01  1.2581E-01 -7.2869E-01  9.8611E-01
    50         2.9247E-04  2.6341E-01  8.3992E-03 -7.2301E-02  4.6485E-01  6.0565E-01  6.7678E-01
    51         1.6350E-04 -8.6101E-01  2.9161E-01 -5.5617E-01 -6.3067E-01 -1.2691E-01 -5.0870E-01
    52         3.1082E-04  3.7039E-02 -9.6022E-01  4.9338E-01 -2.6960E-01  8.1509E-01  2.8388E-01
    53         3.1063E-05 -8.8086E-01  8.6707E-01 -3.6371E-01  4.2574E-01 -4.1509E-02  9.2529E-01
    54         2.5437E-04 -5.5831E-01 -2.0728E-01 -9.5733E-01 -7.8343E-01 -3.3812E-01  6.6620E-01
    55         1.6787E-04  2.8981E-01  1.2660E-01 -2.5223E-01  3.3637E-01  1.4892E-02 -4.0518E-01
    56         2.4026E-04 -1.3797E-01 -5.2345E-01  5.6575E-01 -2.2209E-01  6.4035E-01  3.7317E-01
    57         1.0596E-04 -6.6402E-01 -2.9453E-01  5.7222E-01  8.3335E-01  4.2980E-01 -4.4719E-01
    58         1.1750E-04 -4.4377E-01 -8.7076E-01  4.3602E-01 -8.8724E-01  3.3001E-01  2.6031E-01
    59         3.3857E-05 -7.2573E-01  5.2255E-01  2.6622E-01  9.4985E-01 -2.2420E-01  3.7237E-02
    60         2.7375E-04 -7.1311E-01  5.9564E-01 -6.5361E-02 -9.1879E-02 -4.2567E-01  1.0085E-01
    61         2.7974E-04  7.2012E-02 -7.3020E-01 -1.5627E-01  3.3360E-01 -9.2887E-01 -3.1896E-01
    62         1.2335E-05  8.3061E-01 -4.4510E-01 -7.0995E-01 -8.3498E-01  9.1481E-01 -3.0742E-01
    63         3.6999E-04 -4.6707E-01  7.2837E-01 -8.2554E-01  8.3891E-01 -3.1662E-01  4.9814E-01
    64         1.9791E-04  3.5561E-01  8.3784E-02 -4.6756E-01  5.1256E-01  7.1322E-01  2.8113E-01
    65         1.2281E-05 -6.0499E-01  7.1929E-01 -2.6684E-01 -1.5002E-01  9.5359E-01  3.0512E-01
    66         1.2266E-04 -9.6460E-01  2.5990E-01  5.0369E-02 -4.5673E-01  2.3616E-01 -4.9768E-01
    67         1.0595E-04 -4.2547E-01  6.1090E-01 -4.2843E-01 -8.1202E-01  3.5852E-01 -6.5999E-01
    68         3.5263E-04 -1.1166E-01  4.1187E-01 -2.2053E-01  3.3811E-01  9.5949E-01  6.9883E-01
    69         6.5582E-05 -3.0396E-01  6.6963E-01 -8.0011E-01  8.8388E-01  9.3514E-01  5.8776E-01
    70         3.1988E-04 -2.0353E-01  6.5229E-01 -6.9113E-01  4.1855E-01  6.3054E-01 -9.1341E-02
    71         3.1112E-04 -2.9548E-01 -7.4124E-01  5.2957E-01 -3.2069E-01 -6.5385E-01 -6.9379E-01
    72         7.2900E-05  1.2872E-01 -6.7358E-01  3.1311E-01  1.0813E-02  8.2194E-01 -7.1201E-01
    73         1.7664E-04 -8.0810E-01  7.2084E-01 -7.3363E-01 -8.6971E-01  9.7454E-01 -6.2047E-01
    74         2.7847E-04 -3.8423E-01 -5.7376E-02  2.2696E-01 -8.7370E-01 -6.2433E-01  6.9781E-01
    75         2.1804E-04 -3.8226E-01 -3.6398E-01 -8.9704E-01  5.9178E-01  7.5358E-01 -4.7146E-01
    76         2.7136E-05  4.9677E-01 -6.7710E-01 -1.8592E-01 -4.8591E-01  9.4890E-01 -9.4458E-01
    77         1.6697E-04  1.4754E-01 -8.1963E-01  1.8940E-01  6.6217E-01 -1.0018E-01  1.2812E-01
    78         3.8654E-04 -7.0228E-02  7.0165E-01 -9.1202E-01  2.2180E-01 -4.9041E-01  8.2075E-01
