Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-04   1.000000E-02          1.000000E+01            50               5.000000E-01

 Body        Mass           x           y           z          vx          vy          vz
  1         1.8167E-02 -5.3556E-02 -1.9647E-01 -7.2545E-01 -8.0973E-02  4.6936E-02  3.7792E-01
  2         4.4856E-03 -1.8224E-01  6.5799E-01 -7.3521E-01 -4.2270E-01  6.6175E-01 -3.3602E-01
  3         2.2956E-02 -4.9629E-01 -7.4871E-01  2.7616E-02  6.5006E-01  9.8308E-01  8.2468E-01
  4         1.0465E-02 -3.3500E-01 -7.8920E-01  4.2382E-02  5.3919E-02  8.9822E-01 -3.2939E-02
  5         3.6952E-02 -4.7033E-01 -7.8317E-01 -5.5014E-01 -8.6429E-02  1.5726E-01  6.9675E-01
  6         1.1083E-02 -4.2978E-01  4.4800E-02 -9.2088E-02 -2.1657E-01  1.5636E-01 -3.8434E-01
  7         6.3909E-03 -9.2925E-01  2.7926E-01 -7.0365E-01  2.5138E-01  8.9025E-01 -3.7586E-01
  8         3.5425E-02 -9.3608E-01  5.4465E-01 -8.8019E-02  3.3731E-01  9.3109E-01 -7.5165E-01
  9         8.0777E-04  6.6667E-01  9.7468E-02 -9.1291E-01 -4.7686E-01 -9.5831E-01  1.7765E-01
 10         1.7067E-02 -8.4694E-01  7.6320E-01 -9.8971E-01  9.5876E-01 -5.2559E-02  6.9021E-01
 11         1.9115E-02  7.6317E-01 -8.6315E-01 -5.3831E-01  6.2745E-01 -1.1358E-02 -8.4307E-01
 12         1.3125E-02  6.5195E-01 -7.6451E-01 -2.4491E-04 -9.7629E-01  1.6901E-01 -8.7515E-01
 13         9.5619E-03  6.3389E-02 -6.2465E-01  3.6321E-01  9.6579E-01  5.6750E-01 -9.1008E-01
 14         9.4697E-03  7.9789E-01 -7.8014E-01 -4.3705E-01  7.9254E-01  2.0216E-01  1.2257E-01
 15         2.9604E-02  3.7286E-01 -1.3160E-01  2.6982E-02  3.4349E-01 -8.6416E-01 -2.2150E-01
 16         2.2975E-02 -2.7455E-01 -1.1717E-01  3.0807E-01  3.8694E-01 -8.2375E-01 -1.8711E-01
 17         1.8466E-02 -7.5753E-01 -7.2714E-01  2.2578E-01 -8.1334E-01 -9.8398E-01  6.2420E-01
 18         1.5732E-02  7.5747E-02 -7.4295E-01 -9.9367E-01 -7.9429E-01  5.3023E-02  2.8292E-01
 19         3.0469E-02  3.8725E-01 -4.0981E-01 -2.4941E-02 -5.9711E-01  1.7576E-01  6.4997E-01
 20         3.0282E-02 -5.1069E-01  6.0973E-01 -2.7963E-02  8.7213E-01  6.4815E-01 -4.8546E-01
 21         3.4554E-02 -7.2552E-01  1.2361E-01  5.5278E-01 -5.3288E-02 -8.5354E-01 -4.2606E-01
 22         2.3619E-02 -4.0174E-01 -2.5167E-01  7.3063E-01  8.6955E-01 -8.2963E-01 -2.0143E-01
 23         3.5656E-02  3.2043E-01  4.5705E-01 -7.3699E-01 -1.5090E-01  3.0590E-01  6.3760E-01
