! Simulation name:
pepe_indice

! Time step:
0.001

! Output time step:
0.01

! Final time:
2

! Number of particles:
2000

! Theta:
1.0

! Epsilon (softening length):
0.19842513149602495

! Positions (x,y,z) (each line, a particle):
-2.0278711961, 0.6987896470, -2.3265838004
5.7662786792, 0.6987896470, -0.2794602527
-10.8824496258, -1.8462388837, 0.3977713726
3.1152072930, 0.2215967975, 2.1376595421
-10.1931710654, -1.2099817510, -0.7176356394
4.5467858416, 0.6987896470, -2.3334281033
5.7132572515, 1.0169182134, 1.5636118529
-11.3066210476, 0.9638967856, 0.4520149172
11.0154000238, -0.6267460461, 1.2790125519
11.6516571564, 1.1229610688, 0.2117618873
-5.8984354198, -1.7401960282, -1.9741762378
8.4703714931, -0.5737246183, 0.3902475753
4.5467858416, -0.5737246183, 0.4297176021
-9.5569139327, 0.7518110747, -0.8899534483
5.5541929683, 0.9638967856, -0.7766538652
5.7132572515, 1.2290039243, -1.5422903448
-3.4064283169, -0.2025746243, 2.1058808219
-10.8294281981, -0.8388317569, -2.0184202919
0.3050716237, -0.6267460461, -0.0065320601
7.5690072218, -1.0509174678, -2.3235188892
7.0387929445, 0.1685753698, 2.4741569553
-8.1783568119, -0.8388317569, -2.4704129769
-4.3608140159, 0.4867039361, 0.4240607925
4.2286572752, -0.7327889015, 2.2851109785
8.4703714931, -0.3086174797, -0.3671090311
6.0844072455, 0.4336825084, -2.2960623200
-9.7689996436, 0.6457682193, -0.2652023251
-2.7701711842, -1.0509174678, -0.7312919528
7.6750500772, -1.1569603233, 1.7369458861
-2.2399569070, 0.3276396530, 2.0169299512
11.4395714455, -1.1569603233, 1.8947522552
5.9783643901, 1.7061967738, -1.2864235946
2.9561430099, 0.9108753579, 2.1496669066
0.2520501960, -0.2025746243, -1.1197338688
8.6824572040, -1.1039388956, 1.0903765240
-6.3756282694, 1.0169182134, -1.4943635021
5.9253429624, -0.2025746243, 0.4009927086
-9.6629567882, -0.9978960401, 2.2776177158
10.6972714574, -0.0435103411, -0.9413037244
5.7662786792, -0.2555960520, -1.1333381354
-9.2918067941, 0.4867039361, -1.9968879734
-4.4138354436, -0.0435103411, 1.3706311500
-9.6629567882, -0.7858103292, -2.1168266741
4.3347001307, -0.0435103411, -2.0452324085
-1.8688069129, -0.4676817629, -0.6885492181
7.1448358000, 1.0699396411, 0.5880518715
-4.5728997268, -0.4676817629, -1.3675847849
-8.0192925288, 1.1229610688, -2.3424752569
3.2212501485, -0.8388317569, 0.1617714285
2.7440572990, 1.2290039243, 1.4910114933
-11.0415139090, -1.9522817391, -1.2233286153
6.0844072455, -0.3086174797, 0.4208730346
-5.0500925763, 0.9638967856, 0.9098622723
7.0918143723, -0.2555960520, -2.3334556153
0.6232001901, 0.5927467916, 0.0080868865
1.9487358831, 0.1685753698, 1.3687589822
-0.0660783703, 0.9638967856, 1.5286311908
5.8193001069, 0.9638967856, -1.9264474916
7.4099429386, -0.0435103411, 0.5428244754
6.0844072455, 0.0095110866, 0.6942140261
-11.0945353367, -0.8388317569, -1.6636009632
-11.0415139090, -1.6871746005, 1.7590234134
-4.7849854377, 0.8578539302, 0.6171854894
5.8723215346, 2.1303681955, -0.1606660331
-6.2695854139, -0.3086174797, -2.3842581736
5.7132572515, 0.3276396530, 0.7709335272
6.0313858178, 1.2290039243, 1.9754739808
0.3580930515, -0.7858103292, -1.7103997910
3.2742715762, 0.1155539421, -1.6915932953
1.9487358831, 0.2746182252, 1.7219031828
-11.2005781921, 0.0625325143, -0.3445037879
-11.2005781921, 0.6987896470, 1.8247212490
-11.2005781921, 0.2215967975, -0.8296865635
7.0387929445, 1.0169182134, 2.4791460960
-6.0574997030, 0.9638967856, -1.2474545126
3.1682287208, -0.5207031906, 0.9993655836
1.4185216059, -1.1039388956, -2.3131351936
-3.3003854614, -0.9448746124, 2.3291104467
-5.9514568476, 0.6987896470, -1.2155625956
-11.1475567644, 1.0169182134, -0.4979138037
1.8957144554, -1.1039388956, 0.0354031642
10.9623785960, -0.9978960401, 0.7457607848
3.3803144317, 0.1155539421, -0.8550838156
7.3039000832, -0.9448746124, 1.0158307084
-5.9514568476, -2.2704103055, 2.2986028153
-4.4668568713, 0.4867039361, 2.2140190701
-9.2387853664, 0.4867039361, -1.1849226024
7.0918143723, 0.0625325143, 2.3366947059
7.4099429386, -0.6797674738, 0.0680726107
-8.2843996674, -0.6267460461, 0.6669220058
