! Simulation name:
mpi

! Time step:
0.001

! Output time step:
0.05

! Final time:
8

! Number of particles:
2000

! Theta:
1

! Epsilon (softening length):
0

! Positions (x,y,z) (each line, a particle):
21.2872606059, 0.7006503211, 4.2929379176
-16.0721795469, -4.7524356639, 3.9962143526
-12.9975672362, -6.4347707019, -1.5208888607
19.8369717801, 6.2697594122, 1.1884933170
-22.6274850396, 0.3525810029, -1.1935566540
-11.6633015165, -5.1005049821, 3.9854953030
7.7125571963, -1.2137309289, -3.0730333157
-19.6108842819, 2.8470777833, -0.8536748002
-4.4118573874, -1.0977078229, -3.7023676482
21.0552143938, -2.5479966487, -2.3278529190
-8.0085736754, 3.9492972909, -0.4368084601
-22.2214041684, 7.1399327077, -2.3091854283
11.5993312495, 7.4880020259, 4.4158579137
3.9418062492, 3.1951471015, -3.4116241618
5.0440257569, 7.6620366850, -0.0703617231
3.9418062492, 8.2421522153, -2.2466400472
-4.2958342814, 7.9520944502, -4.6978096678
5.6821528402, -6.7828400201, -0.5990025714
5.5081181811, -2.0839042244, -2.4860085473
20.5911219695, -0.6916269517, -1.0667388482
4.1738524614, -5.1585165352, 4.5540028441
21.1712374999, 6.1537363062, 3.4778118253
20.8811797347, -6.0286898306, -4.6161289827
5.9141990523, 0.5266156620, 0.8496844997
-21.5252655320, -6.1447129367, -3.8814095018
21.5193068181, -4.1723201336, 0.2444143233
-13.6937058726, -9.4513714595, 0.4911450883
6.6103376887, -0.7496385047, 0.9888760802
19.8949833331, -8.4071635050, -3.8870401484
-22.6274850396, -8.8712559292, 1.2952458426
17.3424749997, 8.9382908517, -1.2833183021
4.6379448856, -9.5093830126, 0.5111578457
-5.7461231072, 8.4741984275, -0.5199528234
3.7097600371, -8.2911403989, -0.6849770088
21.1712374999, 7.6040251320, 3.4975936993
10.8451810601, 7.1979442608, 0.4255979275
10.8451810601, 8.2421522153, -1.5187133255
-19.1467918577, 1.5708236166, 3.0019892695
-23.0915774639, 8.9963024048, 2.3339424889
-5.3400422359, -3.7662392624, 0.4780625488
-19.6688958350, 8.3001637684, -3.3886617476
3.9998178023, -3.1861237320, 4.9292675419
4.6379448856, 3.5432164197, -4.1640638875
21.2292490529, 1.1067311923, -2.9821283059
-20.7131037895, 5.5736207758, 2.8293265727
4.4639102265, 2.7310546773, 0.0462693174
20.5331104165, 4.4133897152, 1.3631809725
11.4252965904, 6.0957247531, 4.1357679704
-3.4256609859, -2.9540775199, 0.3907642189
