 0.008 0.47162074 0.11643010 0.47472739 0 0 0
 0.008 0.02565444 0.78368455 0.36122149 0 0 0
 0.008 0.01408356 0.52764493 0.20088410 0 0 0
 0.008 0.75655109 0.53917766 0.13701051 0 0 0
 0.008 0.37741745 0.27618480 0.63270158 0 0 0
 0.008 0.50755066 0.81077343 0.24834561 0 0 0
 0.008 0.52198279 0.70736253 0.04027987 0 0 0
 0.008 0.57769430 0.15784252 0.68499315 0 0 0
 0.008 0.94832104 0.06319731 0.17120320 0 0 0
 0.008 0.63658500 0.75630152 0.02181798 0 0 0
 0.008 0.55783147 0.81265390 0.00564545 0 0 0
 0.008 0.53825480 0.79944158 0.05986667 0 0 0
 0.008 0.65418082 0.22508001 0.17103314 0 0 0
 0.008 0.64034712 0.15855420 0.34319764 0 0 0
 0.008 0.58141941 0.71094996 0.31989199 0 0 0
 0.008 0.94894469 0.29659140 0.01977378 0 0 0
 0.008 0.83990949 0.17497379 0.28870952 0 0 0
 0.008 0.45237947 0.16577280 0.87506956 0 0 0
 0.008 0.16761154 0.88115788 0.06023955 0 0 0
 0.008 0.75498164 0.30932122 0.31551850 0 0 0
 0.008 0.68664861 0.66963565 0.14174443 0 0 0
 0.008 0.04485297 0.95863199 0.16190743 0 0 0
 0.008 0.63107157 0.59920228 0.26324511 0 0 0
 0.008 0.11172986 0.97321326 0.01279658 0 0 0
 0.008 0.75284564 0.42724049 0.21171921 0 0 0
 0.008 0.80386645 0.37706041 0.24726766 0 0 0
 0.008 0.59605891 0.50644666 0.44252068 0 0 0
 0.008 0.39657450 0.36430156 0.57070488 0 0 0
 0.008 0.20176357 0.40875494 0.81301767 0 0 0
 0.008 0.69268107 0.69334090 0.19409007 0 0 0
 0.008 0.41680920 0.36451232 0.01511073 0 0 0
 0.008 0.90376478 0.26841068 0.23920608 0 0 0
 0.008 0.29270160 0.56238979 0.00333220 0 0 0
 0.008 0.42096102 0.02040815 0.09374475 0 0 0
 0.008 0.18371975 0.56594253 0.07749122 0 0 0
 0.008 0.37489361 0.16823876 0.19002855 0 0 0
 0.008 0.03620148 0.18179017 0.78421497 0 0 0
 0.008 0.46208769 0.69492280 0.39326489 0 0 0
 0.008 0.22707331 0.53998828 0.03642714 0 0 0
 0.008 0.53242189 0.34160632 0.32692879 0 0 0
 0.008 0.10912436 0.44896472 0.03035426 0 0 0
 0.008 0.03709221 0.17305118 0.06913602 0 0 0
 0.008 0.36558855 0.52650785 0.66109240 0 0 0
 0.008 0.97241867 0.22991949 0.03290653 0 0 0
 0.008 0.73722833 0.28527313 0.22946227 0 0 0
 0.008 0.56909734 0.49208677 0.54129273 0 0 0
 0.008 0.81139964 0.32947373 0.41758871 0 0 0
 0.008 0.45531315 0.60710490 0.36717945 0 0 0
 0.008 0.02846700 0.93617576 0.02892429 0 0 0
 0.008 0.87315851 0.05853444 0.01066548 0 0 0
 0.008 0.93192875 0.06686527 0.30053383 0 0 0
 0.008 0.28408921 0.34661806 0.53364050 0 0 0
 0.008 0.75833952 0.54311383 0.08084881 0 0 0
 0.008 0.51797640 0.19888514 0.25707519 0 0 0
 0.008 0.60879564 0.40995383 0.02366590 0 0 0
 0.008 0.00295120 0.78663713 0.12004268 0 0 0
