Time step      Output time step      Final time       Number of bodies            Theta
1.000000E-02   1.000000E-01          5.000000E+01            50               5.000000E-01

  Body         Mass           x           y           z          vx          vy          vz
     1         2.2105E-02 -3.2440E-02 -5.5700E-01 -1.9909E-01 -4.6183E-01  5.3158E-01 -4.4096E-01
     2         5.4936E-03 -3.4920E-01 -8.2894E-01 -6.7933E-01  3.3938E-01  8.2557E-01  2.3134E-01
     3         4.4672E-02  2.8401E-01  1.3759E-01 -5.8420E-01  8.6267E-01 -4.4628E-01  3.4290E-01
     4         1.1882E-02  7.1068E-02 -5.8049E-01  6.2002E-01 -3.9795E-01 -6.6429E-02 -2.8078E-01
     5         6.9556E-03 -6.3211E-01  5.5716E-01 -6.2497E-01 -1.3012E-01  3.5254E-01 -7.4952E-01
     6         4.9500E-03  6.3243E-01 -8.5543E-01 -3.2215E-01 -8.3066E-01  7.8522E-02 -4.5478E-01
     7         1.7033E-02  6.0357E-01 -1.2193E-01 -3.4942E-01  8.6602E-01  6.9155E-01  6.9842E-01
     8         1.3025E-02 -2.0690E-02  4.9179E-02 -4.1376E-01 -4.2390E-01 -9.2215E-01  9.8593E-01
     9         1.7715E-03 -1.3982E-01  6.2206E-01 -9.5600E-01  6.1804E-01 -3.6481E-01  8.1483E-01
    10         3.8282E-02  2.8246E-01  6.7950E-02 -4.4947E-01  2.9108E-01  7.9997E-01  6.0292E-01
    11         1.2732E-02  5.5316E-01  5.6732E-02 -7.2932E-01 -6.7804E-01 -1.5394E-01 -3.4427E-01
    12         2.7563E-02  8.3566E-01 -3.7046E-01 -9.9215E-01  7.3095E-01  3.7146E-02 -8.2694E-01
    13         4.4869E-02  2.1221E-01  2.7284E-01 -6.0270E-01 -9.0276E-01 -9.4809E-01 -3.6790E-01
    14         7.7301E-03  4.6397E-01 -7.2423E-01 -2.6025E-01  8.4730E-01  7.7334E-01  8.2616E-01
    15         3.1752E-02 -8.2817E-01 -5.7882E-01 -3.2700E-01 -2.4620E-01  5.2720E-01 -1.9959E-02
    16         4.0305E-02 -7.2637E-01 -9.3695E-01 -6.8317E-01 -7.5506E-01 -7.6045E-02  4.4111E-01
    17         2.3330E-02 -7.8951E-01  5.8096E-01 -7.8684E-01  2.9415E-01 -5.6539E-01  2.6569E-01
    18         8.5006E-03  2.2453E-03  4.8909E-01 -5.3703E-01  3.8569E-01 -5.2885E-01  6.8706E-01
    19         3.0915E-02  4.7444E-01 -1.9066E-01 -5.4840E-01 -2.4356E-01 -7.1386E-01  9.3061E-02
    20         1.6273E-02 -1.0926E-01  5.8964E-01 -9.2730E-01  8.5915E-01 -1.6140E-01  4.3249E-01
    21         3.9216E-03 -6.5950E-01 -4.2749E-01  3.2768E-01 -3.8961E-01  6.5226E-01  7.7226E-01
    22         3.0079E-02 -3.0441E-01  3.6073E-01 -9.0403E-01 -4.1490E-01  6.5656E-01  3.3345E-02
    23         1.1620E-02  1.0684E-01 -8.9065E-01 -3.5912E-01 -9.4582E-02 -5.7264E-01  9.8310E-01
    24         3.2503E-02  6.2346E-01 -2.3410E-01 -5.5583E-01  2.9542E-01 -1.1908E-01 -2.1175E-01
    25         3.2568E-02 -5.1078E-01 -6.0384E-01  5.9972E-01 -6.8851E-01  6.9513E-02 -3.6458E-01
    26         6.8038E-03 -5.3000E-01 -1.5491E-02 -4.7615E-01  7.0906E-01 -8.3943E-01  9.5811E-01
    27         6.7447E-03 -4.5410E-02  1.6801E-01 -3.7660E-01  3.9368E-01  6.8400E-01 -2.5793E-01
    28         3.4252E-02  3.7575E-01  3.8512E-01 -6.9633E-01 -3.7316E-01 -2.8343E-01  7.6202E-01
    29         1.0715E-02 -3.7915E-01 -6.5482E-01  6.0630E-01  1.9535E-01 -1.3833E-01 -7.5283E-01
    30         2.8953E-02  1.5832E-01 -8.7187E-01  3.9687E-01 -7.0626E-01 -7.1135E-01 -3.8297E-01
    31         1.2231E-02  1.0068E-01 -2.0833E-01 -8.8000E-01 -7.8757E-01 -1.6555E-01  1.8647E-01
    32         2.3156E-02  3.4128E-01  1.0866E-01 -6.8448E-01  7.3361E-01  3.8034E-01  8.1423E-01
    33         4.3772E-02  4.1693E-01 -7.6700E-01 -2.2225E-01 -8.0431E-01 -1.7357E-01  1.9549E-01
    34         1.4569E-03  1.9380E-01  2.2887E-01 -4.6182E-01  7.2858E-01 -6.7687E-01 -6.2403E-01
    35         2.6888E-02  2.0651E-02  4.4922E-01 -1.5636E-01 -7.9722E-01  4.4859E-01 -9.1806E-01
    36         8.5952E-03 -8.4231E-01 -6.3883E-01 -8.0066E-01  6.5500E-01 -4.3756E-01 -9.4591E-02
    37         2.5856E-02  4.6875E-02 -9.8461E-01 -3.3487E-01  8.8779E-01  5.2484E-01 -1.6269E-01
    38         2.1170E-02 -2.7093E-01 -3.2549E-01 -6.9512E-01  1.7421E-01 -3.1682E-01 -8.0284E-01
    39         2.2195E-02 -7.6522E-01  6.5077E-01 -5.2257E-01 -1.4087E-01  1.1554E-01  1.4979E-01
    40         3.0398E-02  3.6609E-01 -7.5087E-01 -9.8934E-01  3.1882E-01  6.5542E-01  4.3156E-01
    41         1.3716E-02 -2.2935E-01  7.3308E-01 -7.3831E-01  2.6016E-01 -3.1968E-01  1.3715E-01
    42         2.8354E-02 -1.0391E-01  3.5466E-01 -5.2547E-01 -5.6477E-01  7.3655E-01  5.2947E-01
    43         1.7258E-02 -9.5512E-01 -7.9683E-01 -4.8304E-01  9.4151E-01 -4.8801E-01 -3.4471E-01
    44         8.0131E-03  2.6489E-01 -4.0129E-01 -4.5514E-01  3.8646E-01  2.1991E-01  7.5516E-02
    45         1.5777E-02 -9.9290E-01 -9.2998E-01 -2.7515E-01  5.3010E-01 -4.3366E-01  5.9060E-01
    46         1.1221E-02 -8.2928E-01 -9.7515E-01 -7.2029E-01 -5.2516E-01  4.4312E-01  3.0163E-01
    47         1.2670E-02  7.6538E-01 -2.3825E-01 -8.3732E-01  9.1240E-01  5.7240E-01 -1.2081E-01
    48         1.1593E-02  8.8943E-01 -9.3216E-01 -5.8049E-01  1.1810E-01  6.3462E-01  6.6006E-03
    49         3.8043E-02  3.9191E-01 -4.4049E-01  1.2306E-01 -5.1255E-01 -5.2014E-01  6.0545E-02
    50         1.9337E-02  6.1139E-01 -5.7709E-01 -3.5764E-01 -9.6050E-01  1.6077E-01 -7.4892E-01
