 0.001
 0.100
    0.500
 0.001 0.47064577 0.11691430 0.58019618 0.00000000 0.00000000 0.00000000
 0.001 0.88186485 0.09456184 0.16237861 0.00000000 0.00000000 0.00000000
 0.001 0.40267796 0.89949578 0.07436638 0.00000000 0.00000000 0.00000000
 0.001 0.61392972 0.70298832 0.22496526 0.00000000 0.00000000 0.00000000
 0.001 0.13107171 0.53252254 0.38092740 0.00000000 0.00000000 0.00000000
 0.001 0.20252355 0.71995394 0.44275925 0.00000000 0.00000000 0.00000000
 0.001 0.02622466 0.63691358 0.76623703 0.00000000 0.00000000 0.00000000
 0.001 0.49612019 0.00803045 0.47151662 0.00000000 0.00000000 0.00000000
 0.001 0.30142289 0.28793550 0.10647247 0.00000000 0.00000000 0.00000000
 0.001 0.14608266 0.69970568 0.30916716 0.00000000 0.00000000 0.00000000
 0.001 0.78424180 0.11074770 0.20000705 0.00000000 0.00000000 0.00000000
 0.001 0.33201526 0.59906263 0.15688882 0.00000000 0.00000000 0.00000000
 0.001 0.39825118 0.34659765 0.52721662 0.00000000 0.00000000 0.00000000
 0.001 0.95177840 0.01759568 0.19552427 0.00000000 0.00000000 0.00000000
 0.001 0.18687235 0.95260136 0.11986669 0.00000000 0.00000000 0.00000000
 0.001 0.04072432 0.54889502 0.38126404 0.00000000 0.00000000 0.00000000
 0.001 0.91666607 0.39791946 0.02107112 0.00000000 0.00000000 0.00000000
 0.001 0.57283005 0.27772134 0.37362355 0.00000000 0.00000000 0.00000000
 0.001 0.74736857 0.05428236 0.05587729 0.00000000 0.00000000 0.00000000
 0.001 0.37514728 0.03180809 0.33650999 0.00000000 0.00000000 0.00000000
 0.001 0.55562653 0.80165344 0.01701610 0.00000000 0.00000000 0.00000000
 0.001 0.03994083 0.99053942 0.03135805 0.00000000 0.00000000 0.00000000
 0.001 0.41389920 0.19927677 0.44530999 0.00000000 0.00000000 0.00000000
 0.001 0.44477663 0.30065278 0.20907595 0.00000000 0.00000000 0.00000000
 0.001 0.46517914 0.37859236 0.55446650 0.00000000 0.00000000 0.00000000
 0.001 0.66510221 0.59726563 0.00635435 0.00000000 0.00000000 0.00000000
 0.001 0.72692057 0.56472699 0.01597075 0.00000000 0.00000000 0.00000000
 0.001 0.62405232 0.75147265 0.16643090 0.00000000 0.00000000 0.00000000
 0.001 0.21774171 0.17922959 0.00296021 0.00000000 0.00000000 0.00000000
 0.001 0.08015913 0.83537295 0.11438874 0.00000000 0.00000000 0.00000000
 0.001 0.27107512 0.94864016 0.11548144 0.00000000 0.00000000 0.00000000
 0.001 0.04059765 0.86464290 0.04294951 0.00000000 0.00000000 0.00000000
 0.001 0.82833036 0.16729255 0.40099284 0.00000000 0.00000000 0.00000000
 0.001 0.02752201 0.00089265 0.55207675 0.00000000 0.00000000 0.00000000
 0.001 0.72888247 0.34716097 0.49217944 0.00000000 0.00000000 0.00000000
 0.001 0.06532600 0.04028970 0.38913301 0.00000000 0.00000000 0.00000000
 0.001 0.20027151 0.67021461 0.54451816 0.00000000 0.00000000 0.00000000
 0.001 0.69389439 0.19932367 0.05263426 0.00000000 0.00000000 0.00000000
 0.001 0.92688877 0.10608272 0.14478269 0.00000000 0.00000000 0.00000000
 0.001 0.52543726 0.23417352 0.67852261 0.00000000 0.00000000 0.00000000
 0.001 0.93007581 0.27087050 0.03553507 0.00000000 0.00000000 0.00000000
 0.001 0.13967226 0.41623368 0.88298196 0.00000000 0.00000000 0.00000000
 0.001 0.76392944 0.10488572 0.23848516 0.00000000 0.00000000 0.00000000
 0.001 0.82878744 0.40913630 0.13831674 0.00000000 0.00000000 0.00000000
 0.001 0.68300798 0.20916587 0.49926223 0.00000000 0.00000000 0.00000000
 0.001 0.32555235 0.35723118 0.51766001 0.00000000 0.00000000 0.00000000
 0.001 0.82894585 0.29827365 0.07107009 0.00000000 0.00000000 0.00000000
 0.001 0.77175256 0.18725196 0.44044226 0.00000000 0.00000000 0.00000000
 0.001 0.20576554 0.59308108 0.05374197 0.00000000 0.00000000 0.00000000
 0.001 0.40655182 0.03156953 0.60869848 0.00000000 0.00000000 0.00000000
 0.001 0.56778218 0.50538272 0.37290886 0.00000000 0.00000000 0.00000000
 0.001 0.06986903 0.78002354 0.29217844 0.00000000 0.00000000 0.00000000
 0.001 0.20107547 0.16854585 0.42646392 0.00000000 0.00000000 0.00000000
 0.001 0.50046650 0.34655557 0.78610249 0.00000000 0.00000000 0.00000000
 0.001 0.20114134 0.02395291 0.69507971 0.00000000 0.00000000 0.00000000
 0.001 0.55590815 0.68926843 0.28727035 0.00000000 0.00000000 0.00000000
 0.001 0.89710055 0.31424956 0.14415852 0.00000000 0.00000000 0.00000000
 0.001 0.47553875 0.40612313 0.17749131 0.00000000 0.00000000 0.00000000
 0.001 0.90478081 0.08204044 0.31032246 0.00000000 0.00000000 0.00000000
 0.001 0.43674596 0.38331203 0.77417526 0.00000000 0.00000000 0.00000000
 0.001 0.35674729 0.45238229 0.32092387 0.00000000 0.00000000 0.00000000
 0.001 0.08513859 0.77987290 0.15346099 0.00000000 0.00000000 0.00000000
 0.001 0.24884439 0.85950427 0.38629234 0.00000000 0.00000000 0.00000000
 0.001 0.71293834 0.00225200 0.27340908 0.00000000 0.00000000 0.00000000
 0.001 0.66385923 0.13670968 0.08420824 0.00000000 0.00000000 0.00000000
 0.001 0.30669847 0.32942707 0.68398543 0.00000000 0.00000000 0.00000000
 0.001 0.26982602 0.66120417 0.57953157 0.00000000 0.00000000 0.00000000
 0.001 0.90164891 0.11908508 0.11365126 0.00000000 0.00000000 0.00000000
 0.001 0.14221020 0.93330085 0.06116049 0.00000000 0.00000000 0.00000000
 0.001 0.48172308 0.58343608 0.34664077 0.00000000 0.00000000 0.00000000
 0.001 0.83434060 0.20443102 0.06246570 0.00000000 0.00000000 0.00000000
 0.001 0.57204801 0.21890845 0.02841826 0.00000000 0.00000000 0.00000000
 0.001 0.15175414 0.50002030 0.31223407 0.00000000 0.00000000 0.00000000
 0.001 0.23266044 0.83533665 0.40868526 0.00000000 0.00000000 0.00000000
 0.001 0.45676781 0.19148180 0.45720379 0.00000000 0.00000000 0.00000000
 0.001 0.36517556 0.02533746 0.68834562 0.00000000 0.00000000 0.00000000
 0.001 0.91107968 0.07890377 0.39909616 0.00000000 0.00000000 0.00000000
 0.001 0.54636658 0.31677902 0.54477845 0.00000000 0.00000000 0.00000000
 0.001 0.56634820 0.71876750 0.16286710 0.00000000 0.00000000 0.00000000
 0.001 0.74137603 0.40800423 0.39935411 0.00000000 0.00000000 0.00000000
 0.001 0.65565843 0.47482483 0.18511765 0.00000000 0.00000000 0.00000000
 0.001 0.12896463 0.94395825 0.06444647 0.00000000 0.00000000 0.00000000
 0.001 0.69694048 0.07052944 0.21230519 0.00000000 0.00000000 0.00000000
 0.001 0.74588072 0.02920269 0.28084563 0.00000000 0.00000000 0.00000000
 0.001 0.02513551 0.55030680 0.49755643 0.00000000 0.00000000 0.00000000
 0.001 0.26162233 0.33191730 0.14019814 0.00000000 0.00000000 0.00000000
 0.001 0.38689600 0.44691937 0.25584042 0.00000000 0.00000000 0.00000000
 0.001 0.13117575 0.45053856 0.07900531 0.00000000 0.00000000 0.00000000
 0.001 0.33854992 0.14524953 0.69265355 0.00000000 0.00000000 0.00000000
 0.001 0.82555213 0.15804075 0.18623050 0.00000000 0.00000000 0.00000000
 0.001 0.17624698 0.92419273 0.23987407 0.00000000 0.00000000 0.00000000
 0.001 0.62092875 0.48569174 0.07263843 0.00000000 0.00000000 0.00000000
 0.001 0.96457795 0.23438346 0.02265371 0.00000000 0.00000000 0.00000000
 0.001 0.26228093 0.45863134 0.11698721 0.00000000 0.00000000 0.00000000
